black.@id,black.rating,black.result,black.username,id,month,time_class,time_control,white.@id,white.rating,white.result,white.username,win_color,win_user,year,time_class_int,winner_sueco
https://api.chess.com/pub/player/elsueco1,1740,timeout,elsueco1,1612574242,02,blitz,180,https://api.chess.com/pub/player/buckeyeindc,1764,win,BuckeyeInDC,white,BuckeyeInDC,2021,5,-1
https://api.chess.com/pub/player/indoctus,1683,win,Indoctus,1612574607,02,blitz,180,https://api.chess.com/pub/player/elsueco1,1730,timeout,elsueco1,black,Indoctus,2021,5,-1
https://api.chess.com/pub/player/elsueco1,1722,timeout,elsueco1,1612574939,02,blitz,180,https://api.chess.com/pub/player/19four,1732,win,19four,white,19four,2021,5,-1
https://api.chess.com/pub/player/elsueco1,1714,timeout,elsueco1,1612575313,02,blitz,180,https://api.chess.com/pub/player/nitkad,1732,win,nitkad,white,nitkad,2021,5,-1
https://api.chess.com/pub/player/jaschar,1684,resigned,jaschar,1612575639,02,blitz,180,https://api.chess.com/pub/player/elsueco1,1721,win,elsueco1,white,elsueco1,2021,5,1
https://api.chess.com/pub/player/elsueco1,1728,win,elsueco1,1612575854,02,blitz,180,https://api.chess.com/pub/player/jaschar,1677,resigned,jaschar,black,elsueco1,2021,5,1
https://api.chess.com/pub/player/blackknight711,1733,win,blackknight711,1612577446,02,blitz,180,https://api.chess.com/pub/player/elsueco1,1720,timeout,elsueco1,black,blackknight711,2021,5,-1
https://api.chess.com/pub/player/elsueco1,1728,win,elsueco1,1612608428,02,blitz,180,https://api.chess.com/pub/player/jojo810,1698,checkmated,jojo810,black,elsueco1,2021,5,1
https://api.chess.com/pub/player/sergio,1736,win,sergio,1612608760,02,blitz,180,https://api.chess.com/pub/player/elsueco1,1720,timeout,elsueco1,black,sergio,2021,5,-1
https://api.chess.com/pub/player/elsueco1,1728,win,elsueco1,1612609083,02,blitz,180,https://api.chess.com/pub/player/sergio,1728,resigned,sergio,black,elsueco1,2021,5,1
https://api.chess.com/pub/player/tabakin29,1689,win,tabakin29,1612609359,02,blitz,180,https://api.chess.com/pub/player/elsueco1,1719,resigned,elsueco1,black,tabakin29,2021,5,-1
https://api.chess.com/pub/player/paolo_boi_90,1733,checkmated,paolo_boi_90,1612609716,02,blitz,180,https://api.chess.com/pub/player/elsueco1,1728,win,elsueco1,white,elsueco1,2021,5,1
https://api.chess.com/pub/player/saeedsaeedvand,1726,win,saeedsaeedvand,1612610250,02,blitz,180,https://api.chess.com/pub/player/elsueco1,1720,timeout,elsueco1,black,saeedsaeedvand,2021,5,-1
https://api.chess.com/pub/player/elsueco1,1728,win,elsueco1,1612610448,02,blitz,180,https://api.chess.com/pub/player/suryanaarayan,1718,resigned,suryanaarayan,black,elsueco1,2021,5,1
https://api.chess.com/pub/player/elsueco1,1721,timeout,elsueco1,1612610778,02,blitz,180,https://api.chess.com/pub/player/sharkinchess,1760,win,sharkinchess,white,sharkinchess,2021,5,-1
https://api.chess.com/pub/player/rfishing,1744,resigned,rfishing,1612611109,02,blitz,180,https://api.chess.com/pub/player/elsueco1,1730,win,elsueco1,white,elsueco1,2021,5,1
https://api.chess.com/pub/player/elsueco1,1722,resigned,elsueco1,1612611255,02,blitz,180,https://api.chess.com/pub/player/rfishing,1752,win,rfishing,white,rfishing,2021,5,-1
https://api.chess.com/pub/player/rfishing,1759,win,rfishing,1612611589,02,blitz,180,https://api.chess.com/pub/player/elsueco1,1715,timeout,elsueco1,black,rfishing,2021,5,-1
https://api.chess.com/pub/player/elsueco1,1710,timeout,elsueco1,1612611902,02,blitz,180,https://api.chess.com/pub/player/pintu979760,1863,win,pintu979760,white,pintu979760,2021,5,-1
https://api.chess.com/pub/player/xmavx,1719,timeout,xmavx,1612612210,02,blitz,180,https://api.chess.com/pub/player/elsueco1,1718,win,elsueco1,white,elsueco1,2021,5,1
https://api.chess.com/pub/player/elsueco1,1710,timeout,elsueco1,1612613806,02,blitz,180,https://api.chess.com/pub/player/ingmar,1732,win,ingmar,white,ingmar,2021,5,-1
https://api.chess.com/pub/player/petya31,1643,win,petya31,1612689216,02,blitz,180,https://api.chess.com/pub/player/elsueco1,1700,timeout,elsueco1,black,petya31,2021,5,-1
https://api.chess.com/pub/player/elsueco1,1707,win,elsueco1,1612689245,02,blitz,180,https://api.chess.com/pub/player/petya31,1636,checkmated,petya31,black,elsueco1,2021,5,1
https://api.chess.com/pub/player/petya31,1630,resigned,petya31,1612689589,02,blitz,180,https://api.chess.com/pub/player/elsueco1,1713,win,elsueco1,white,elsueco1,2021,5,1
